"localID","teamName","firstName","lastName","primaryPosition","pitcherRole","power","contact","speed","fielding","arm","velocity","junk","accuracy","age","trait","subType","league","gender","throws","bats","secondaryPosition","jerseyNumber","rating","trait1","chemistry1","trait2","chemistry2","careerStart","careerEnd","fourSeamFastball","twoSeamFastball","screwball","changeup","forkball","curveball","slider","cutFastball","windup","pitchAngle","playerChemistry","salary"
13643,,"Rollie","Fingers",1,4,11,6,1,77,,69,77,83,33,20,6,"creators","",1,1,"","34",41.84980773925781,"Rally Stopper","Spirited","","",1968,1985,1,1,"","",1,"",1,"",4,1,"","#N/A"
13644,,"George","Foster",7,,81,52,60,68,67,,,,29,8,7,"creators","",1,1,11,"51",23.152040481567383,"Bad Jumps","Crafty","","",1969,1986,"","","","","","","","",4,3,"Scholarly","#N/A"
13645,,"Greg","Gagne",6,,40,37,75,59,91,,,,24,,,"creators","",1,1,"","7",45.386322021484375,,,"","",1983,1997,"","","","","","","","",4,3,"","#N/A"
13646,,"Eric","Gagne",1,4,6,4,19,44,,80,45,24,22,7,6,"creators","",1,1,"","38",66.9345703125,"K Collector","Competitive","","",1999,2008,1,"","",1,1,"",1,"",1,2,"Spirited","#N/A"
13647,,"Ron","Gant",7,,77,34,87,39,38,,,,21,27,6,"creators","",1,1,11,"6",12.564213752746582,"Base Rounder","Disciplined","","",1987,2003,"","","","","","","","",4,3,"Disciplined","#N/A"
13648,,"Steve","Garvey",3,,53,81,53,64,9,,,,22,2,7,"creators","",1,1,5,"6",1.129493236541748,"RBI Zero","Spirited","","",1970,1987,"","","","","","","","",4,3,"Crafty","#N/A"
13649,,"Jason","Giambi",3,,91,54,49,47,10,,,,24,26,7,"creators","",1,"",7,"16",47.51198959350586,"Slow Poke","Competitive","Stimulated","Crafty",1995,2014,"","","","","","","","",4,3,"Crafty","#N/A"
13650,,"Kirk","Gibson",7,,69,41,92,36,18,,,,23,0,0,"creators","","","",11,"23",12.220966339111328,"POW vs RHP","Spirited","Pinch perfect","Disciplined",1979,1995,"","","","","","","","",4,3,"Disciplined","#N/A"
13651,,"Troy","Glaus",5,,88,29,60,60,76,,,,38,,,"creators","",1,1,3,"8",31.907520294189453,,,"","",1998,2010,"","","","","","","","",4,3,"Disciplined","#N/A"
13652,,"Tom","Glavine",1,1,7,0,19,90,,54,75,73,19,22,19,"creators","","","","","47",20.914073944091797,"Elite CH","Scholarly","","",1987,2008,1,1,"",1,"",1,1,"","",3,"Crafty","#N/A"
13653,,"Alex","Gordon",5,,67,46,47,59,83,,,,20,27,7,"creators","",1,"",7,"4",13.304241180419922,"Base Jogger","Disciplined","","",2007,2020,"","","","","","","","",4,3,"Crafty","#N/A"
13654,,"Mark","Grace",3,,42,93,60,68,10,,,,21,12,11,"creators","","","","","17",0.72635418176651,"Little Hack","Scholarly","","",1988,2003,"","","","","","","","",4,3,"","#N/A"
13655,,"Eddie","Guardado",1,3,2,0,7,49,,40,45,63,21,33,26,"creators","","",1,"","18",33.8797607421875,"Volatile","Disciplined","","",1993,2009,1,"","",1,"","",1,"","",3,"","#N/A"
13656,,"Dick","Hall",1,2,13,14,15,45,,33,24,82,34,24,22,"creators","",1,1,"","29",13.508312225341797,"Two Way (OF)","Spirited","","",1952,1971,1,1,"",1,"","",1,"",4,2,"Crafty","#N/A"
13657,,"Mike","Hampton",1,1,37,19,42,72,,37,53,45,23,7,7,"creators","","",1,"","10",26.047470092773438,"K Neglecter","Competitive","","",1993,2010,1,1,"",1,"",1,"",1,4,3,"Crafty","#N/A"
13658,,"Brian","Harper",2,,25,78,31,28,39,,,,26,1,1,"creators","",1,1,7,"12",11.934250831604002,"CON vs LHP","Spirited","","",1979,1995,"","","","","","","","",4,3,"Crafty","#N/A"
13659,,"Toby","Harrah",5,,53,76,86,45,94,,,,21,,,"creators","",1,1,6,"11",31.15818977355957,,,"","",1969,1986,"","","","","","","","",4,3,"","#N/A"
13660,,"Greg","Harris",1,2,7,0,40,20,,43,62,15,29,,,"creators","",1,2,"","27",88.68216705322264,,,"","",1981,1995,1,1,"",1,"",1,"","",1,3,"Scholarly","#N/A"
13661,,"Scott","Hatteberg",2,,34,60,27,15,22,,,,25,29,7,"creators","",1,"",3,"10",84.76325988769531,"Butterfingers","Disciplined","","",1995,2008,"","","","","","","","",4,3,"Spirited","#N/A"
13662,,"Pat","Hentgen",1,1,0,0,14,61,,44,58,58,28,25,6,"creators","",1,1,"","41",38.06552505493164,"Metal Head","Disciplined","","",1991,2004,1,"","",1,"",1,"",1,3,2,"Disciplined","#N/A"
13663,,"Orlando","Hernandez",1,1,2,1,88,67,,32,67,33,19,22,19,"creators","",1,1,"","26",4.152926921844482,"Elite CH","Scholarly","Choker","Spirited",1998,2007,1,"","",1,"",1,1,"",1,1,"","#N/A"
13664,,"Roberto","Hernandez",1,4,6,2,2,31,,92,66,48,27,,,"creators","",1,1,"","39",22.202150344848633,,,"","",1991,2007,1,"","","","","",1,"",1,3,"Disciplined","#N/A"
13665,,"Jason","Isringhausen",1,3,14,0,20,16,,57,70,13,20,39,7,"creators","",1,1,"","44",9.784908294677734,"Meltdown","Spirited","","",1995,2012,1,1,"","","",1,"",1,"",3,"","#N/A"
13666,,"Mike","Jackson",1,3,2,7,0,58,,86,75,40,20,5,13,"creators","",1,1,"","42",33.00724792480469,"Reverse Splits","Crafty","BB Prone","Disciplined",1986,2004,1,"","",1,"",1,1,"",1,3,"Scholarly","#N/A"
13667,,"Wally","Joyner",3,,47,76,54,65,7,,,,27,3,2,"creators","","","","","21",54.859703063964844,"High Pitch","Disciplined","","",1986,2001,"","","","","","","","",4,3,"Disciplined","#N/A"
13668,,"David","Justice",3,,85,64,62,8,14,,,,29,29,7,"creators","","","",7,"23",21.21445083618164,"Butterfingers","Disciplined","","",1989,2002,"","","","","","","","",4,3,"Crafty","#N/A"
13669,,"Jason","Kendall",2,,24,84,71,87,79,,,,34,34,7,"creators","",1,1,"","18",9.539216995239258,"Injury Prone","Competitive","","",1996,2010,"","","","","","","","",4,3,"Spirited","#N/A"
13670,,"Paul","Konerko",3,,78,61,40,62,11,,,,21,0,1,"creators","",1,1,5,"14",30.583213806152344,"POW vs LHP","Spirited","","",1997,2014,"","","","","","","","",4,3,"Crafty","#N/A"
13671,,"Mike","Krukow",1,1,14,1,24,46,,53,32,55,29,6,7,"creators","",1,1,"","39",22.72283935546875,"BB Prone","Disciplined","","",1976,1989,1,1,"",1,"",1,1,"",1,2,"Scholarly","#N/A"
13672,,"Carney","Lansford",5,,39,83,77,52,75,,,,21,3,4,"creators","",1,1,3,"4",31.298809051513672,"Inside Pitch","Disciplined","","",1978,1992,"","","","","","","","",4,3,"","#N/A"
13673,,"Barry","Larkin",6,,47,85,91,74,87,,,,36,29,6,"creators","",1,1,"","11",49.77908706665038,"Magic Hands","Disciplined","","",1986,2004,"","","","","","","","",4,3,"","#N/A"
13674,,"Adam","LaRoche",3,,74,31,40,62,15,,,,25,8,7,"creators","","","","","25",18.84677505493164,"Bad Jumps","Crafty","Pinch perfect","Disciplined",2004,2015,"","","","","","","","",4,3,"Scholarly","#N/A"
13675,,"Mike","Lieberthal",2,,48,54,35,59,56,,,,34,,,"creators","",1,1,"","24",50.49768829345703,,,"","",1994,2007,"","","","","","","","",4,3,"Disciplined","#N/A"
13676,,"Bob","Locker",1,3,7,3,7,69,,36,57,46,23,6,6,"creators","",1,2,"","36",82.3508071899414,"Composed","Disciplined","K Neglecter","Competitive",1965,1975,1,1,"",1,"",1,"","","",3,"","#N/A"
13677,,"Javy","Lopez",2,,76,59,44,52,64,,,,36,1,1,"creators","",1,1,"","8",31.275941848754883,"CON vs LHP","Spirited","Injury Prone","Competitive",1992,2006,"","","","","","","","",4,3,"Crafty","#N/A"
13678,,"Mark","Loretta",6,,21,76,50,62,58,,,,23,27,7,"creators","",1,1,10,"3",0.551327109336853,"Base Jogger","Disciplined","","",1995,2009,"","","","","","","","",4,3,"Spirited","#N/A"
13679,,"Juan","Marichal",1,1,9,2,2,61,,73,42,95,36,19,6,"creators","",1,1,"","27",10.531949996948242,"Gets Ahead","Scholarly","Elite 4F","Scholarly",1960,1975,1,"",1,1,"",1,1,"",4,2,"Crafty","#N/A"
13680,,"Tino","Martinez",3,,73,60,49,53,9,,,,36,14,6,"creators","",1,"","","21",30.256877899169922,"First Pitch Slayer","Competitive","Slow Poke","Competitive",1990,2005,"","","","","","","","",4,3,"Disciplined","#N/A"
13681,,"Dennis","Martinez",1,1,3,1,22,81,,51,52,79,39,19,6,"creators","",1,1,"","32",56.153099060058594,"Gets Ahead","Scholarly","","",1976,1998,1,1,"",1,"",1,1,"",2,3,"Spirited","#N/A"
13682,,"Tim","McCarver",2,,37,80,17,36,55,,,,24,27,7,"creators","",1,"",3,"15",72.17925262451172,"Base Jogger","Disciplined","","",1959,1980,"","","","","","","","",4,3,"Spirited","#N/A"
13683,,"Jack","McDowell",1,1,3,4,4,64,,55,36,61,23,19,6,"creators","",1,1,"","29",1.8128340244293213,"Gets Ahead","Scholarly","","",1987,1999,1,1,"","","",1,"","",1,3,"Scholarly","#N/A"
13684,,"Greg","Minton",1,3,6,5,27,94,,59,66,48,32,,,"creators","",1,2,"","38",1.5939202308654785,,,"","",1975,1990,1,1,"","","",1,1,"","",3,"Spirited","#N/A"
13685,,"Jeff","Montgomery",1,3,2,7,3,78,,57,76,62,24,33,25,"creators","",1,1,"","21",3.3338887691497803,"Consistent","Disciplined","","",1987,1999,1,1,"",1,"",1,"","","",2,"Spirited","#N/A"
13686,,"Justin","Morneau",3,,73,60,39,67,22,,,,20,,,"creators","",1,"","","33",45.36038589477539,,,"","",2003,2016,"","","","","","","","",4,3,"Crafty","#N/A"
13687,,"Jack","Morris",1,1,7,0,7,66,,88,46,52,38,22,21,"creators","",1,1,"","47",42.36412811279297,"Elite FK","Scholarly","","",1977,1994,1,"","",1,1,"",1,"",4,3,"Disciplined","#N/A"
13688,,"Jamie","Moyer",1,1,1,0,13,82,,9,80,78,40,6,6,"creators","","","","","50",27.96746826171875,"Composed","Disciplined","Durable","Competitive",1986,2012,1,1,"",1,"","","",1,2,3,"Disciplined","#N/A"
13689,,"Daniel","Murphy",4,,57,78,28,24,21,,,,32,1,0,"creators","",1,"",3,"28",2.29951810836792,"CON vs RHP","Spirited","","",2008,2020,"","","","","","","","",4,3,"Spirited","#N/A"
13690,,"Robb","Nen",1,4,1,5,4,28,,89,55,47,27,22,14,"creators","",1,1,"","31",46.81458282470703,"Elite 4F","Scholarly","","",1993,2002,1,"","","",1,1,1,"","",2,"","#N/A"
13691,,"Al","Oliver",3,,48,91,56,45,9,,,,36,34,6,"creators","","","",11,"0",84.43641662597656,"Durable","Competitive","","",1968,1985,"","","","","","","","",4,3,"","#N/A"
13692,,"Gregg","Olson",1,3,6,5,5,51,,51,87,21,31,,,"creators","",1,1,"","30",25.82548904418945,,,"","",1988,2001,1,1,"",1,"",1,"","",3,3,"Crafty","#N/A"
13693,,"Dave","Parker",9,,62,65,60,27,77,,,,22,32,7,"creators","",1,"",11,"39",27.909250259399414,"Choker","Spirited","","",1973,1991,"","","","","","","","",4,3,"Scholarly","#N/A"
13694,,"Troy","Percival",1,4,4,6,1,28,,76,86,30,23,18,7,"creators","",1,1,"","40",22.346809387207028,"Easy Jumps","Crafty","Rally Stopper","Spirited",1995,2009,1,"","",1,"",1,"","",2,3,"Scholarly","#N/A"
13695,,"Tony","Perez",3,,79,68,64,63,33,,,,27,14,6,"creators","",1,1,5,"37",18.42038917541504,"First Pitch Slayer","Competitive","Pinch perfect","Disciplined",1964,1986,"","","","","","","","",4,3,"Scholarly","#N/A"
13696,,"A.J.","Pierzynski",2,,45,70,36,36,72,,,,37,26,7,"creators","",1,"","","12",12.11114501953125,"Slow Poke","Competitive","","",1998,2016,"","","","","","","","",4,3,"","#N/A"
13697,,"Placido","Polanco",4,,30,90,66,99,46,,,,20,9,6,"creators","",1,1,5,"27",14.414609909057615,"Utility","Scholarly","","",1998,2013,"","","","","","","","",4,3,"Scholarly","#N/A"
13698,,"Boog","Powell",3,,72,51,64,40,8,,,,27,17,6,"creators","",1,"",7,"26",42.13938903808594,"Mind Gamer","Crafty","","",1961,1977,"","","","","","","","",4,3,"Spirited","#N/A"
13699,,"J.J.","Putz",1,3,6,5,4,66,,72,39,48,34,5,12,"creators","",1,1,"","20",41.17742156982421,"Specialist","Crafty","","",2003,2014,1,1,"","",1,"",1,"",1,3,"Scholarly","#N/A"
13700,,"Brad","Radke",1,1,6,7,5,92,,63,14,98,38,18,7,"creators","",1,1,"","44",9.299467086791992,"Easy Jumps","Crafty","","",1995,2006,1,1,"",1,"",1,1,"","",3,"Scholarly","#N/A"
13701,,"Willie","Randolph",4,,35,86,89,73,52,,,,22,1,1,"creators","",1,1,"","30",20.424739837646484,"CON vs LHP","Spirited","","",1975,1992,"","","","","","","","",4,3,"Crafty","#N/A"
13702,,"Phil","Regan",1,3,4,1,3,67,,49,22,67,24,,,"creators","",1,1,"","27",30.220109939575195,,,"","",1960,1972,1,1,"",1,"",1,"","","",3,"Disciplined","#N/A"
13703,,"Rick","Reuschel",1,1,11,6,36,97,,73,36,97,22,19,6,"creators","",1,1,"","48",36.00702667236328,"Gets Ahead","Scholarly","","",1972,1991,1,1,"","","",1,"","","",1,"","#N/A"
13704,,"Jim","Rice",9,,73,68,57,38,88,,,,24,36,6,"creators","",1,1,7,"14",0.32433491945266724,"Cannon Arm","Competitive","","",1974,1989,"","","","","","","","",4,3,"Spirited","#N/A"
13705,,"Dave","Righetti",1,2,6,5,0,14,,59,47,34,35,20,7,"creators","","","","","19",15.681719779968262,"Surrounded","Spirited","","",1979,1995,1,1,"",1,"",1,1,"",4,3,"Spirited","#N/A"
13706,,"Brian","Roberts",4,,35,58,87,39,83,,,,36,9,6,"creators","",1,2,6,"1",12.467575073242188,"Utility","Scholarly","","",2001,2014,"","","","","","","","",4,3,"Disciplined","#N/A"
13707,,"Bill","Russell",6,,22,73,73,41,98,,,,23,,,"creators","",1,1,11,"18",88.03035736083984,,,"","",1969,1986,"","","","","","","","",4,3,"","#N/A"
13708,,"Tim","Salmon",9,,82,54,62,51,74,,,,27,,,"creators","",1,1,"","15",47.890533447265625,,,"","",1992,2006,"","","","","","","","",4,3,"","#N/A"
13709,,"Reggie","Sanders",7,,77,30,95,57,61,,,,30,4,7,"creators","",1,1,11,"16",31.94991683959961,"Whiffer","Competitive","","",1991,2007,"","","","","","","","",4,3,"","#N/A"
13710,,"Steve","Sax",4,,20,82,91,30,40,,,,21,15,6,"creators","",1,1,7,"3",5.297373294830322,"Pinch perfect","Disciplined","","",1981,1994,"","","","","","","","",4,3,"Disciplined","#N/A"
13711,,"Red","Schoendienst",4,,31,96,21,85,33,,,,23,28,6,"creators","",1,2,6,"2",20.428497314453125,"Distractor","Crafty","","",1945,1962,"","","","","","","","",4,3,"Disciplined","#N/A"
13712,,"Kyle","Seager",5,,73,44,21,83,97,,,,29,1,0,"creators","",1,"",4,"15",29.480243682861328,"CON vs RHP","Spirited","","",2011,2021,"","","","","","","","",4,3,"Spirited","#N/A"
13713,,"Ozzie","Smith",6,,15,79,92,99,98,,,,31,29,6,"creators","",1,2,"","1",10.492406845092773,"Magic Hands","Disciplined","Dive Wizard","Spirited",1978,1996,"","","","","","","","",4,3,"Disciplined","#N/A"
13714,,"Chris","Speier",6,,33,52,54,72,88,,,,39,,,"creators","",1,1,5,"4",9.805378913879395,,,"","",1971,1989,"","","","","","","","",4,3,"Disciplined","#N/A"
13715,,"Huston","Street",1,3,2,0,2,73,,53,32,79,21,19,6,"creators","",1,1,"","16",20.0439395904541,"Gets Ahead","Scholarly","","",2005,2017,1,"","",1,"","",1,"",1,3,"","#N/A"
13716,,"Jim","Sundberg",2,,41,55,58,62,91,,,,37,3,5,"creators","",1,1,"","10",49.987430572509766,"Outside Pitch","Disciplined","Rally Starter","Spirited",1974,1989,"","","","","","","","",4,3,"","#N/A"
13717,,"Rick","Sutcliffe",1,1,17,6,43,78,,59,47,49,24,,,"creators","",1,"","","40",45.00709152221679,,,"","",1976,1994,1,1,"",1,"",1,1,"",3,3,"Crafty","#N/A"
13718,,"Don","Sutton",1,1,7,7,10,63,,54,65,87,25,34,6,"creators","",1,1,"","22",8.84414005279541,"Durable","Competitive","","",1966,1988,1,1,1,"","",1,1,"",3,1,"Scholarly","#N/A"
13719,,"Frank","Tanana",1,1,6,3,48,84,,88,31,77,33,33,25,"creators","","","","","40",29.884719848632812,"Consistent","Disciplined","","",1973,1993,1,"","",1,"",1,"","",4,2,"Crafty","#N/A"
13720,,"Garry","Templeton",6,,23,57,78,55,72,,,,35,29,7,"creators","",1,2,"","1",9.729496002197266,"Butterfingers","Disciplined","","",1976,1991,"","","","","","","","",4,3,"Disciplined","#N/A"
13721,,"Mike","Timlin",1,3,4,4,7,74,,73,47,69,21,23,6,"creators","",1,1,"","40",13.531979560852049,"Workhorse","Competitive","Choker","Spirited",1991,2008,1,1,"","","",1,"",1,"",3,"Disciplined","#N/A"
13722,,"Alan","Trammell",6,,47,86,83,79,91,,,,37,3,3,"creators","",1,1,5,"3",84.5392837524414,"Low Pitch","Disciplined","First Pitch Prayer","Competitive",1977,1996,"","","","","","","","",4,3,"Crafty","#N/A"
13723,,"John","Tudor",1,1,1,5,33,75,,52,46,85,23,19,6,"creators","","","","","30",12.969079971313477,"Gets Ahead","Scholarly","Injury Prone","Competitive",1979,1990,1,1,"",1,"",1,"","",3,1,"Disciplined","#N/A"
13724,,"John","Valentin",6,,53,65,60,64,77,,,,39,,,"creators","",1,1,10,"13",13.741009712219238,,,"","",1992,2002,"","","","","","","","",4,3,"Spirited","#N/A"
13725,,"Greg","Vaughn",7,,88,24,74,59,51,,,,30,15,6,"creators","",1,1,"","23",3.757479190826416,"Pinch perfect","Disciplined","","",1989,2003,"","","","","","","","",4,3,"","#N/A"
13726,,"Randy","Velarde",4,,43,50,71,51,59,,,,23,,,"creators","",1,1,10,"18",22.732879638671875,,,"","",1987,2002,"","","","","","","","",4,3,"Disciplined","#N/A"
13727,,"Jered","Weaver",1,1,3,6,25,37,,35,73,77,37,6,6,"creators","",1,1,"","36",45.542850494384766,"Composed","Disciplined","","",2006,2017,1,1,"",1,"",1,1,"",3,2,"Crafty","#N/A"
13728,,"Devon","White",8,,51,39,95,91,32,,,,27,26,6,"creators","",1,2,11,"30",20.37668991088867,"Sprinter","Competitive","","",1985,2001,"","","","","","","","",4,3,"","#N/A"
13729,,"Billy","Williams",7,,75,84,18,41,86,,,,29,14,7,"creators","",1,"",12,"26",24.34705924987793,"First Pitch Prayer","Competitive","","",1959,1976,"","","","","","","","",4,3,"Scholarly","#N/A"
13730,,"Willie","Wilson",8,,21,66,99,91,14,,,,20,14,6,"creators","",1,2,11,"6",25.84124755859375,"First Pitch Slayer","Competitive","","",1976,1994,"","","","","","","","",4,3,"Crafty","#N/A"
13731,,"Brian","Wilson",1,3,6,4,0,24,,74,20,19,36,31,7,"creators","",1,1,"","38",3.458077907562256,"Wild Thing","Spirited","","",2006,2014,1,1,"","","",1,"",1,1,2,"Scholarly","#N/A"
13732,,"Butch","Wynegar",2,,25,61,41,73,77,,,,34,,,"creators","",1,2,"","16",9.052627563476562,,,"","",1976,1988,"","","","","","","","",4,3,"","#N/A"
13733,,"Eric","Young",4,,16,72,92,29,30,,,,28,9,6,"creators","",1,1,7,"21",17.900318145751953,"Utility","Scholarly","","",1992,2006,"","","","","","","","",4,3,"Spirited","#N/A"
441,"Boomers","Hank","Aaron",9,,99,98,35,73,87,,,,36,0,1,"legends","",1,1,12,"44",43.615234375,"POW vs LHP","Spirited","Inside Pitch","Disciplined",1954,1976,"","","","","","","","",4,3,"Disciplined","#N/A"
442,,"Don","Aase",1,3,5,1,6,42,,54,50,58,39,,,"legends","",1,1,"","46",26.8714542388916,,,"","",1977,1990,1,"","",1,"",1,1,"",4,3,"","#N/A"
443,"Joyriders","Rick","Aguilera",1,2,17,6,13,77,,35,33,55,38,,,"legends","",1,1,"","38",25.753446578979492,,,"","",1985,2000,1,"","","",1,"",1,"",1,3,"Crafty","#N/A"
444,"Boomers","Dick","Allen",3,,91,70,45,40,46,,,,20,0,0,"legends","",1,1,5,"60",14.023636817932127,"POW vs RHP","Spirited","Sign Stealer","Crafty",1963,1977,"","","","","","","","",4,3,"","#N/A"
445,"Spirit","Brady","Anderson",9,,55,46,91,69,18,,,,19,8,6,"legends","","","",11,"9",17.641626358032227,"Stealer","Crafty","","",1988,2002,"","","","","","","","",4,3,"Spirited","#N/A"
446,"Mammotanks","Rick","Ankiel",1,1,65,5,57,42,,90,5,3,20,24,22,"legends","","","","","24",3.9755306243896484,"Two Way (OF)","Spirited","Wild Thing","Spirited",1999,2013,1,1,"","","",1,"","","",2,"Spirited","#N/A"
447,"Mammotanks","Bronson","Arroyo",1,1,15,7,25,79,,37,48,75,33,19,7,"legends","",1,1,"","61",14.392655372619629,"Falls Behind","Scholarly","","",2000,2017,1,1,"",1,"",1,"","",3,3,"Disciplined","#N/A"
451,"Joyriders","Paul","Assenmacher",1,3,2,0,19,71,,52,59,54,27,19,7,"legends","","","","","45",52.31655502319336,"Falls Behind","Scholarly","","",1986,1999,1,"","","","",1,1,"","",2,"Crafty","#N/A"
452,"Empire","Rich","Aurilia",6,,48,54,46,44,73,,,,34,9,6,"legends","",1,1,10,"35",26.181894302368164,"Utility","Scholarly","","",1995,2009,"","","","","","","","",4,3,"Scholarly","#N/A"
454,"Empire","Jeff","Bagwell",3,,95,79,82,61,25,,,,28,3,3,"legends","",1,1,"","5",45.835304260253906,"Low Pitch","Disciplined","Big Hack","Scholarly",1991,2005,"","","","","","","","",4,3,"Disciplined","#N/A"
455,"Empire","Grant","Balfour",1,3,2,4,5,59,,70,34,26,30,6,7,"legends","",1,1,"","50",8.598738670349121,"BB Prone","Disciplined","Meltdown","Spirited",2001,2015,1,"","","","",1,1,"","",3,"","#N/A"
457,,"Sal","Bando",5,,64,67,75,70,97,,,,26,0,1,"legends","",1,1,"","6",43.06087875366211,"POW vs LHP","Spirited","","",1966,1981,"","","","","","","","",4,3,"Disciplined","#N/A"
458,"Originators","Ernie","Banks",3,,86,80,25,95,22,,,,34,0,0,"legends","",1,1,6,"14",14.728826522827147,"POW vs RHP","Spirited","Magic Hands","Disciplined",1953,1971,"","","","","","","","",4,3,"Scholarly","#N/A"
459,"Thrillers","Jesse","Barfield",9,,77,24,68,57,99,,,,29,,,"legends","",1,1,11,"29",37.01811218261719,,,"","",1981,1992,"","","","","","","","",4,3,"Scholarly","#N/A"
461,,"Jason","Bay",7,,75,29,76,50,41,,,,33,34,7,"legends","",1,1,11,"38",34.62285614013672,"Injury Prone","Competitive","","",2003,2013,"","","","","","","","",4,3,"Crafty","#N/A"
464,"Thrillers","Steve","Bedrosian",1,3,0,6,4,40,,88,71,42,27,21,7,"legends","",1,1,"","32",0.46541255712509155,"Crossed Up","Scholarly","","",1981,1995,1,1,"","","","",1,"",3,3,"Crafty","#N/A"
465,,"Rafael","Betancourt",1,3,5,0,5,49,,64,18,91,25,,,"legends","",1,1,"","63",56.20339584350586,,,"","",2003,2015,1,"","",1,"","",1,"",2,3,"Crafty","#N/A"
467,"Boomers","Vida","Blue",1,1,13,7,12,57,,80,59,62,28,19,6,"legends","","",2,"","21",0.1726040542125702,"Gets Ahead","Scholarly","Crossed Up","Scholarly",1969,1986,1,1,"",1,"",1,1,"",4,3,"Disciplined","#N/A"
468,,"Mike","Bordick",6,,31,57,68,82,73,,,,39,,,"legends","",1,1,4,"14",38.47917938232422,,,"","",1990,2003,"","","","","","","","",4,3,"Crafty","#N/A"
469,"Spirit","Chad","Bradford",1,3,7,0,0,85,,2,72,50,32,21,7,"legends","",1,1,"","53",39.273048400878906,"Crossed Up","Scholarly","","",1998,2009,1,1,"",1,"",1,"","",1,"","Scholarly","#N/A"
470,"Mammotanks","Ryan","Braun",7,,96,62,51,37,54,,,,29,0,1,"legends","",1,1,9,"8",13.848489761352537,"POW vs LHP","Spirited","","",2007,2020,"","","","","","","","",4,3,"Crafty","#N/A"
471,"Joyriders","George","Brett",5,,64,91,79,70,62,,,,33,1,0,"legends","",1,"",3,"5",26.630466461181637,"CON vs RHP","Spirited","RBI Hero","Spirited",1973,1993,"","","","","","","","",4,3,"","#N/A"
474,"Joyriders","Brett","Butler",8,,21,82,96,96,40,,,,37,17,7,"legends","","","",11,"22",16.646818161010742,"Easy Target","Crafty","Distractor","Crafty",1981,1997,"","","","","","","","",4,3,"Spirited","#N/A"
476,,"Marlon","Byrd",9,,53,44,55,70,77,,,,22,3,2,"legends","",1,1,11,"29",1.8495126962661743,"High Pitch","Disciplined","","",2002,2016,"","","","","","","","",4,3,"Crafty","#N/A"
477,"Empire","Orlando","Cabrera",6,,29,67,72,67,78,,,,23,1,1,"legends","",1,1,4,"2",9.40674877166748,"CON vs LHP","Spirited","Easy Target","Crafty",1997,2011,"","","","","","","","",4,3,"Scholarly","#N/A"
478,"Empire","Matt","Cain",1,1,9,7,12,42,,56,39,49,33,19,6,"legends","",1,1,"","18",5.025558948516846,"Gets Ahead","Scholarly","","",2005,2017,1,1,"",1,"",1,1,"","",2,"Spirited","#N/A"
479,"Rakers","Mike","Cameron",8,,73,24,94,96,47,,,,37,37,6,"legends","",1,1,11,"44",10.744514465332031,"Dive Wizard","Spirited","","",1995,2011,"","","","","","","","",4,3,"","#N/A"
480,,"John","Candelaria",1,1,10,1,17,59,,59,25,93,38,19,6,"legends","","","","","45",46.97914505004883,"Gets Ahead","Scholarly","","",1975,1993,1,1,"","","",1,"","",4,1,"Crafty","#N/A"
481,"Thrillers","Gary","Carter",2,,68,66,52,97,79,,,,34,9,6,"legends","",1,1,9,"8",63.669544219970696,"Utility","Scholarly","Ace Exterminator","Scholarly",1974,1992,"","","","","","","","",4,3,"Scholarly","#N/A"
482,"Originators","Orlando","Cepeda",7,,77,76,24,54,87,,,,28,13,6,"legends","",1,1,3,"30",17.863481521606445,"Rally Starter","Spirited","","",1958,1974,"","","","","","","","",4,3,"","#N/A"
485,,"Ron","Cey",5,,76,59,55,93,93,,,,26,36,6,"legends","",1,1,"","10",4.496460437774658,"Cannon Arm","Competitive","","",1972,1987,"","","","","","","","",4,3,"Spirited","#N/A"
488,"Spirit","Will","Clark",3,,66,76,65,66,10,,,,20,4,6,"legends","","","","","22",22.572372436523434,"Tough Out","Competitive","Volatile","Disciplined",1986,2000,"","","","","","","","",4,3,"Disciplined","#N/A"
489,"Thrillers","Jack","Clark",9,,86,57,68,64,93,,,,38,32,7,"legends","",1,1,3,"22",44.349143981933594,"Choker","Spirited","Cannon Arm","Competitive",1975,1992,"","","","","","","","",4,3,"Crafty","#N/A"
490,"Spirit","Royce","Clayton",6,,27,36,77,64,87,,,,27,40,6,"legends","",1,1,"","11",42.69866180419922,"Bunter","Scholarly","","",1991,2007,"","","","","","","","",4,3,"Spirited","#N/A"
493,,"Joe","Coleman",1,2,4,6,6,60,,38,74,43,30,,,"legends","",1,1,"","15",18.73786735534668,,,"","",1965,1979,1,1,"","",1,1,"","",4,3,"Spirited","#N/A"
496,"Boomers","Cecil","Cooper",3,,52,76,60,57,6,,,,29,1,0,"legends","","","","","15",42.611709594726555,"CON vs RHP","Spirited","","",1971,1987,"","","","","","","","",4,3,"Scholarly","#N/A"
497,"Mammotanks","Carl","Crawford",7,,46,66,89,59,63,,,,33,8,6,"legends","","","",11,"13",17.962238311767578,"Stealer","Crafty","","",2002,2016,"","","","","","","","",4,3,"Crafty","#N/A"
500,"Joyriders","Chili","Davis",8,,63,51,63,46,58,,,,27,,,"legends","",1,2,11,"44",45.148750305175774,,,"","",1981,1999,"","","","","","","","",4,3,"Scholarly","#N/A"
