"localID","teamName","firstName","lastName","primaryPosition","pitcherRole","power","contact","speed","fielding","arm","velocity","junk","accuracy","age","trait","subType","gender","throws","bats","fourSeamFastball","twoSeamFastball","screwball","changeup","forkball","curveball","slider","cutFastball","windup","pitchAngle","rating","league","trait1","chemistry1","trait2","chemistry2"
13628,,"Orlando","Cepeda",7,,77,76,24,54,87,,,,28,13,6,0,1,1,,,,,,,,,4,3,17.863481521606445,"creators","Rally Starter","Spirited","",""
13629,,"Ron","Cey",5,,76,59,55,93,93,,,,26,36,6,0,1,1,,,,,,,,,4,3,4.496460437774658,"creators","Cannon Arm","Competitive","",""
13630,,"Will","Clark",3,,66,76,65,66,10,,,,20,4,6,0,0,0,,,,,,,,,4,3,22.572372436523434,"creators","Tough Out","Competitive","Volatile","Disciplined"
13631,,"Royce","Clayton",6,,27,36,77,64,87,,,,27,40,6,0,1,1,,,,,,,,,4,3,42.69866180419922,"creators","Bunter","Scholarly","",""
13632,,"Cecil","Cooper",3,,52,76,60,57,6,,,,29,1,0,0,0,0,,,,,,,,,4,3,42.611709594726555,"creators","CON vs RHP","Spirited","",""
13633,,"Carl","Crawford",7,,46,66,89,59,63,,,,33,8,6,0,0,0,,,,,,,,,4,3,17.962238311767578,"creators","Stealer","Crafty","",""
13634,,"Jose","Cruz",7,,61,18,72,57,79,,,,28,,,0,1,2,,,,,,,,,4,3,10.279620170593262,"creators",,,"",""
13635,,"Johnny","Damon",8,,47,73,92,72,40,,,,21,29,6,0,0,0,,,,,,,,,4,3,20.2767391204834,"creators","Magic Hands","Disciplined","Noodle Arm","Competitive"
13636,,"Chili","Davis",8,,63,51,63,46,58,,,,27,,,0,1,2,,,,,,,,,4,3,45.148750305175774,"creators",,,"",""
13637,,"Rick","Dempsey",2,,37,38,46,91,81,,,,21,,,0,1,1,,,,,,,,,4,3,14.542730331420898,"creators",,,"",""
13638,,"Ryan","Dempster",1,2,6,2,21,59,,53,51,33,23,,,0,1,1,1,1,0,0,1,0,1,0,3,3,17.881980895996094,"creators",,,"",""
13639,,"Bucky","Dent",6,,16,62,43,78,95,,,,36,15,6,0,1,1,,,,,,,,,4,3,7.499648094177246,"creators","Pinch perfect","Disciplined","Clutch","Spirited"
13640,,"Adam","Dunn",7,,94,1,55,35,58,,,,32,26,7,0,1,0,,,,,,,,,4,3,41.82463836669922,"creators","Slow Poke","Competitive","",""
13641,,"Mark","Ellis",4,,39,54,73,86,59,,,,20,,,0,1,1,,,,,,,,,4,3,8.982442855834961,"creators",,,"",""
13642,,"Darrell","Evans",5,,79,60,66,73,55,,,,37,,,0,1,0,,,,,,,,,4,3,61.32105255126953,"creators",,,"",""
13643,,"Rollie","Fingers",1,4,11,6,1,77,,69,77,83,33,20,6,0,1,1,1,1,0,0,1,0,1,0,4,1,41.84980773925781,"creators","Rally Stopper","Spirited","",""
13644,,"George","Foster",7,,81,52,60,68,67,,,,29,8,7,0,1,1,,,,,,,,,4,3,23.152040481567383,"creators","Bad Jumps","Crafty","",""
13645,,"Greg","Gagne",6,,40,37,75,59,91,,,,24,,,0,1,1,,,,,,,,,4,3,45.386322021484375,"creators",,,"",""
13646,,"Eric","Gagne",1,4,6,4,19,44,,80,45,24,22,7,6,0,1,1,1,0,0,1,1,0,1,0,1,2,66.9345703125,"creators","K Collector","Competitive","",""
13647,,"Ron","Gant",7,,77,34,87,39,38,,,,21,27,6,0,1,1,,,,,,,,,4,3,12.564213752746582,"creators","Base Rounder","Disciplined","",""
13648,,"Steve","Garvey",3,,53,81,53,64,9,,,,22,2,7,0,1,1,,,,,,,,,4,3,1.129493236541748,"creators","RBI Zero","Spirited","",""
13649,,"Jason","Giambi",3,,91,54,49,47,10,,,,24,26,7,0,1,0,,,,,,,,,4,3,47.51198959350586,"creators","Slow Poke","Competitive","Stimulated","Crafty"
13650,,"Kirk","Gibson",7,,69,41,92,36,18,,,,23,0,0,0,0,0,,,,,,,,,4,3,12.220966339111328,"creators","POW vs RHP","Spirited","Pinch perfect","Disciplined"
13651,,"Troy","Glaus",5,,88,29,60,60,76,,,,38,,,0,1,1,,,,,,,,,4,3,31.907520294189453,"creators",,,"",""
13652,,"Tom","Glavine",1,1,7,0,19,90,,54,75,73,19,22,19,0,0,0,1,1,0,1,0,1,1,0,0,3,20.914073944091797,"creators","Elite CH","Scholarly","",""
13653,,"Alex","Gordon",5,,67,46,47,59,83,,,,20,27,7,0,1,0,,,,,,,,,4,3,13.304241180419922,"creators","Base Jogger","Disciplined","",""
13654,,"Mark","Grace",3,,42,93,60,68,10,,,,21,12,11,0,0,0,,,,,,,,,4,3,0.72635418176651,"creators","Little Hack","Scholarly","",""
13655,,"Eddie","Guardado",1,3,2,0,7,49,,40,45,63,21,33,26,0,0,1,1,0,0,1,0,0,1,0,0,3,33.8797607421875,"creators","Volatile","Disciplined","",""
13656,,"Dick","Hall",1,2,13,14,15,45,,33,24,82,34,24,22,0,1,1,1,1,0,1,0,0,1,0,4,2,13.508312225341797,"creators","Two Way (OF)","Spirited","",""
13657,,"Mike","Hampton",1,1,37,19,42,72,,37,53,45,23,7,7,0,0,1,1,1,0,1,0,1,0,1,4,3,26.047470092773438,"creators","K Neglecter","Competitive","",""
13658,,"Brian","Harper",2,,25,78,31,28,39,,,,26,1,1,0,1,1,,,,,,,,,4,3,11.934250831604002,"creators","CON vs LHP","Spirited","",""
13659,,"Toby","Harrah",5,,53,76,86,45,94,,,,21,,,0,1,1,,,,,,,,,4,3,31.15818977355957,"creators",,,"",""
13660,,"Greg","Harris",1,2,7,0,40,20,,43,62,15,29,,,0,1,2,1,1,0,1,0,1,0,0,1,3,88.68216705322264,"creators",,,"",""
13661,,"Scott","Hatteberg",2,,34,60,27,15,22,,,,25,29,7,0,1,0,,,,,,,,,4,3,84.76325988769531,"creators","Butterfingers","Disciplined","",""
13662,,"Pat","Hentgen",1,1,0,0,14,61,,44,58,58,28,25,6,0,1,1,1,0,0,1,0,1,0,1,3,2,38.06552505493164,"creators","Metal Head","Disciplined","",""
13663,,"Orlando","Hernandez",1,1,2,1,88,67,,32,67,33,19,22,19,0,1,1,1,0,0,1,0,1,1,0,1,1,4.152926921844482,"creators","Elite CH","Scholarly","Choker","Spirited"
13664,,"Roberto","Hernandez",1,4,6,2,2,31,,92,66,48,27,,,0,1,1,1,0,0,0,0,0,1,0,1,3,22.202150344848633,"creators",,,"",""
13665,,"Jason","Isringhausen",1,3,14,0,20,16,,57,70,13,20,39,7,0,1,1,1,1,0,0,0,1,0,1,0,3,9.784908294677734,"creators","Meltdown","Spirited","",""
13666,,"Mike","Jackson",1,3,2,7,0,58,,86,75,40,20,5,13,0,1,1,1,0,0,1,0,1,1,0,1,3,33.00724792480469,"creators","Reverse Splits","Crafty","BB Prone","Disciplined"
13667,,"Wally","Joyner",3,,47,76,54,65,7,,,,27,3,2,0,0,0,,,,,,,,,4,3,54.859703063964844,"creators","High Pitch","Disciplined","",""
13668,,"David","Justice",3,,85,64,62,8,14,,,,29,29,7,0,0,0,,,,,,,,,4,3,21.21445083618164,"creators","Butterfingers","Disciplined","",""
13669,,"Jason","Kendall",2,,24,84,71,87,79,,,,34,34,7,0,1,1,,,,,,,,,4,3,9.539216995239258,"creators","Injury Prone","Competitive","",""
13670,,"Paul","Konerko",3,,78,61,40,62,11,,,,21,0,1,0,1,1,,,,,,,,,4,3,30.583213806152344,"creators","POW vs LHP","Spirited","",""
13671,,"Mike","Krukow",1,1,14,1,24,46,,53,32,55,29,6,7,0,1,1,1,1,0,1,0,1,1,0,1,2,22.72283935546875,"creators","BB Prone","Disciplined","",""
13672,,"Carney","Lansford",5,,39,83,77,52,75,,,,21,3,4,0,1,1,,,,,,,,,4,3,31.298809051513672,"creators","Inside Pitch","Disciplined","",""
13673,,"Barry","Larkin",6,,47,85,91,74,87,,,,36,29,6,0,1,1,,,,,,,,,4,3,49.77908706665038,"creators","Magic Hands","Disciplined","",""
13674,,"Adam","LaRoche",3,,74,31,40,62,15,,,,25,8,7,0,0,0,,,,,,,,,4,3,18.84677505493164,"creators","Bad Jumps","Crafty","Pinch perfect","Disciplined"
13675,,"Mike","Lieberthal",2,,48,54,35,59,56,,,,34,,,0,1,1,,,,,,,,,4,3,50.49768829345703,"creators",,,"",""
13676,,"Bob","Locker",1,3,7,3,7,69,,36,57,46,23,6,6,0,1,2,1,1,0,1,0,1,0,0,0,3,82.3508071899414,"creators","Composed","Disciplined","K Neglecter","Competitive"
13677,,"Javy","Lopez",2,,76,59,44,52,64,,,,36,1,1,0,1,1,,,,,,,,,4,3,31.275941848754883,"creators","CON vs LHP","Spirited","Injury Prone","Competitive"
13678,,"Mark","Loretta",6,,21,76,50,62,58,,,,23,27,7,0,1,1,,,,,,,,,4,3,0.551327109336853,"creators","Base Jogger","Disciplined","",""
13679,,"Juan","Marichal",1,1,9,2,2,61,,73,42,95,36,19,6,0,1,1,1,0,1,1,0,1,1,0,4,2,10.531949996948242,"creators","Gets Ahead","Scholarly","Elite 4F","Scholarly"
13680,,"Tino","Martinez",3,,73,60,49,53,9,,,,36,14,6,0,1,0,,,,,,,,,4,3,30.256877899169922,"creators","First Pitch Slayer","Competitive","Slow Poke","Competitive"
13681,,"Dennis","Martinez",1,1,3,1,22,81,,51,52,79,39,19,6,0,1,1,1,1,0,1,0,1,1,0,2,3,56.153099060058594,"creators","Gets Ahead","Scholarly","",""
13682,,"Tim","McCarver",2,,37,80,17,36,55,,,,24,27,7,0,1,0,,,,,,,,,4,3,72.17925262451172,"creators","Base Jogger","Disciplined","",""
13683,,"Jack","McDowell",1,1,3,4,4,64,,55,36,61,23,19,6,0,1,1,1,1,0,0,0,1,0,0,1,3,1.8128340244293213,"creators","Gets Ahead","Scholarly","",""
13684,,"Greg","Minton",1,3,6,5,27,94,,59,66,48,32,,,0,1,2,1,1,0,0,0,1,1,0,0,3,1.5939202308654785,"creators",,,"",""
13685,,"Jeff","Montgomery",1,3,2,7,3,78,,57,76,62,24,33,25,0,1,1,1,1,0,1,0,1,0,0,0,2,3.3338887691497803,"creators","Consistent","Disciplined","",""
13686,,"Justin","Morneau",3,,73,60,39,67,22,,,,20,,,0,1,0,,,,,,,,,4,3,45.36038589477539,"creators",,,"",""
13687,,"Jack","Morris",1,1,7,0,7,66,,88,46,52,38,22,21,0,1,1,1,0,0,1,1,0,1,0,4,3,42.36412811279297,"creators","Elite FK","Scholarly","",""
13688,,"Jamie","Moyer",1,1,1,0,13,82,,9,80,78,40,6,6,0,0,0,1,1,0,1,0,0,0,1,2,3,27.96746826171875,"creators","Composed","Disciplined","Durable","Competitive"
13689,,"Daniel","Murphy",4,,57,78,28,24,21,,,,32,1,0,0,1,0,,,,,,,,,4,3,2.29951810836792,"creators","CON vs RHP","Spirited","",""
13690,,"Robb","Nen",1,4,1,5,4,28,,89,55,47,27,22,14,0,1,1,1,0,0,0,1,1,1,0,0,2,46.81458282470703,"creators","Elite 4F","Scholarly","",""
13691,,"Al","Oliver",3,,48,91,56,45,9,,,,36,34,6,0,0,0,,,,,,,,,4,3,84.43641662597656,"creators","Durable","Competitive","",""
13692,,"Gregg","Olson",1,3,6,5,5,51,,51,87,21,31,,,0,1,1,1,1,0,1,0,1,0,0,3,3,25.82548904418945,"creators",,,"",""
13693,,"Dave","Parker",9,,62,65,60,27,77,,,,22,32,7,0,1,0,,,,,,,,,4,3,27.909250259399414,"creators","Choker","Spirited","",""
13694,,"Troy","Percival",1,4,4,6,1,28,,76,86,30,23,18,7,0,1,1,1,0,0,1,0,1,0,0,2,3,22.346809387207028,"creators","Easy Jumps","Crafty","Rally Stopper","Spirited"
13695,,"Tony","Perez",3,,79,68,64,63,33,,,,27,14,6,0,1,1,,,,,,,,,4,3,18.42038917541504,"creators","First Pitch Slayer","Competitive","Pinch perfect","Disciplined"
13696,,"A.J.","Pierzynski",2,,45,70,36,36,72,,,,37,26,7,0,1,0,,,,,,,,,4,3,12.11114501953125,"creators","Slow Poke","Competitive","",""
13697,,"Placido","Polanco",4,,30,90,66,99,46,,,,20,9,6,0,1,1,,,,,,,,,4,3,14.414609909057615,"creators","Utility","Scholarly","",""
13698,,"Boog","Powell",3,,72,51,64,40,8,,,,27,17,6,0,1,0,,,,,,,,,4,3,42.13938903808594,"creators","Mind Gamer","Crafty","",""
13699,,"J.J.","Putz",1,3,6,5,4,66,,72,39,48,34,5,12,0,1,1,1,1,0,0,1,0,1,0,1,3,41.17742156982421,"creators","Specialist","Crafty","",""
13700,,"Brad","Radke",1,1,6,7,5,92,,63,14,98,38,18,7,0,1,1,1,1,0,1,0,1,1,0,0,3,9.299467086791992,"creators","Easy Jumps","Crafty","",""
13701,,"Willie","Randolph",4,,35,86,89,73,52,,,,22,1,1,0,1,1,,,,,,,,,4,3,20.424739837646484,"creators","CON vs LHP","Spirited","",""
13702,,"Phil","Regan",1,3,4,1,3,67,,49,22,67,24,,,0,1,1,1,1,0,1,0,1,0,0,0,3,30.220109939575195,"creators",,,"",""
13703,,"Rick","Reuschel",1,1,11,6,36,97,,73,36,97,22,19,6,0,1,1,1,1,0,0,0,1,0,0,0,1,36.00702667236328,"creators","Gets Ahead","Scholarly","",""
13704,,"Jim","Rice",9,,73,68,57,38,88,,,,24,36,6,0,1,1,,,,,,,,,4,3,0.32433491945266724,"creators","Cannon Arm","Competitive","",""
13705,,"Dave","Righetti",1,2,6,5,0,14,,59,47,34,35,20,7,0,0,0,1,1,0,1,0,1,1,0,4,3,15.681719779968262,"creators","Surrounded","Spirited","",""
13706,,"Brian","Roberts",4,,35,58,87,39,83,,,,36,9,6,0,1,2,,,,,,,,,4,3,12.467575073242188,"creators","Utility","Scholarly","",""
13707,,"Bill","Russell",6,,22,73,73,41,98,,,,23,,,0,1,1,,,,,,,,,4,3,88.03035736083984,"creators",,,"",""
13708,,"Tim","Salmon",9,,82,54,62,51,74,,,,27,,,0,1,1,,,,,,,,,4,3,47.890533447265625,"creators",,,"",""
13709,,"Reggie","Sanders",7,,77,30,95,57,61,,,,30,4,7,0,1,1,,,,,,,,,4,3,31.94991683959961,"creators","Whiffer","Competitive","",""
13710,,"Steve","Sax",4,,20,82,91,30,40,,,,21,15,6,0,1,1,,,,,,,,,4,3,5.297373294830322,"creators","Pinch perfect","Disciplined","",""
13711,,"Red","Schoendienst",4,,31,96,21,85,33,,,,23,28,6,0,1,2,,,,,,,,,4,3,20.428497314453125,"creators","Distractor","Crafty","",""
13712,,"Kyle","Seager",5,,73,44,21,83,97,,,,29,1,0,0,1,0,,,,,,,,,4,3,29.480243682861328,"creators","CON vs RHP","Spirited","",""
13713,,"Ozzie","Smith",6,,15,79,92,99,98,,,,31,29,6,0,1,2,,,,,,,,,4,3,10.492406845092773,"creators","Magic Hands","Disciplined","Dive Wizard","Spirited"
13714,,"Chris","Speier",6,,33,52,54,72,88,,,,39,,,0,1,1,,,,,,,,,4,3,9.805378913879395,"creators",,,"",""
13715,,"Huston","Street",1,3,2,0,2,73,,53,32,79,21,19,6,0,1,1,1,0,0,1,0,0,1,0,1,3,20.0439395904541,"creators","Gets Ahead","Scholarly","",""
13716,,"Jim","Sundberg",2,,41,55,58,62,91,,,,37,3,5,0,1,1,,,,,,,,,4,3,49.987430572509766,"creators","Outside Pitch","Disciplined","Rally Starter","Spirited"
13717,,"Rick","Sutcliffe",1,1,17,6,43,78,,59,47,49,24,,,0,1,0,1,1,0,1,0,1,1,0,3,3,45.00709152221679,"creators",,,"",""
13718,,"Don","Sutton",1,1,7,7,10,63,,54,65,87,25,34,6,0,1,1,1,1,1,0,0,1,1,0,3,1,8.84414005279541,"creators","Durable","Competitive","",""
13719,,"Frank","Tanana",1,1,6,3,48,84,,88,31,77,33,33,25,0,0,0,1,0,0,1,0,1,0,0,4,2,29.884719848632812,"creators","Consistent","Disciplined","",""
13720,,"Garry","Templeton",6,,23,57,78,55,72,,,,35,29,7,0,1,2,,,,,,,,,4,3,9.729496002197266,"creators","Butterfingers","Disciplined","",""
13721,,"Mike","Timlin",1,3,4,4,7,74,,73,47,69,21,23,6,0,1,1,1,1,0,0,0,1,0,1,0,3,13.531979560852049,"creators","Workhorse","Competitive","Choker","Spirited"
13722,,"Alan","Trammell",6,,47,86,83,79,91,,,,37,3,3,0,1,1,,,,,,,,,4,3,84.5392837524414,"creators","Low Pitch","Disciplined","First Pitch Prayer","Competitive"
13723,,"John","Tudor",1,1,1,5,33,75,,52,46,85,23,19,6,0,0,0,1,1,0,1,0,1,0,0,3,1,12.969079971313477,"creators","Gets Ahead","Scholarly","Injury Prone","Competitive"
13724,,"John","Valentin",6,,53,65,60,64,77,,,,39,,,0,1,1,,,,,,,,,4,3,13.741009712219238,"creators",,,"",""
13725,,"Greg","Vaughn",7,,88,24,74,59,51,,,,30,15,6,0,1,1,,,,,,,,,4,3,3.757479190826416,"creators","Pinch perfect","Disciplined","",""
13726,,"Randy","Velarde",4,,43,50,71,51,59,,,,23,,,0,1,1,,,,,,,,,4,3,22.732879638671875,"creators",,,"",""
13727,,"Jered","Weaver",1,1,3,6,25,37,,35,73,77,37,6,6,0,1,1,1,1,0,1,0,1,1,0,3,2,45.542850494384766,"creators","Composed","Disciplined","",""
13728,,"Devon","White",8,,51,39,95,91,32,,,,27,26,6,0,1,2,,,,,,,,,4,3,20.37668991088867,"creators","Sprinter","Competitive","",""
13729,,"Billy","Williams",7,,75,84,18,41,86,,,,29,14,7,0,1,0,,,,,,,,,4,3,24.34705924987793,"creators","First Pitch Prayer","Competitive","",""
13730,,"Willie","Wilson",8,,21,66,99,91,14,,,,20,14,6,0,1,2,,,,,,,,,4,3,25.84124755859375,"creators","First Pitch Slayer","Competitive","",""
13731,,"Brian","Wilson",1,3,6,4,0,24,,74,20,19,36,31,7,0,1,1,1,1,0,0,0,1,0,1,1,2,3.458077907562256,"creators","Wild Thing","Spirited","",""
13732,,"Butch","Wynegar",2,,25,61,41,73,77,,,,34,,,0,1,2,,,,,,,,,4,3,9.052627563476562,"creators",,,"",""
13733,,"Eric","Young",4,,16,72,92,29,30,,,,28,9,6,0,1,1,,,,,,,,,4,3,17.900318145751953,"creators","Utility","Scholarly","",""
441,"Boomers","Hank","Aaron",9,,99,98,35,73,87,,,,36,0,1,0,1,1,,,,,,,,,4,3,43.615234375,"legends","POW vs LHP","Spirited","Inside Pitch","Disciplined"
442,,"Don","Aase",1,3,5,1,6,42,,54,50,58,39,,,0,1,1,1,0,0,1,0,1,1,0,4,3,26.8714542388916,"legends",,,"",""
443,"Joyriders","Rick","Aguilera",1,2,17,6,13,77,,35,33,55,38,,,0,1,1,1,0,0,0,1,0,1,0,1,3,25.753446578979492,"legends",,,"",""
444,"Boomers","Dick","Allen",3,,91,70,45,40,46,,,,20,0,0,0,1,1,,,,,,,,,4,3,14.023636817932127,"legends","POW vs RHP","Spirited","Sign Stealer","Crafty"
445,"Spirit","Brady","Anderson",9,,55,46,91,69,18,,,,19,8,6,0,0,0,,,,,,,,,4,3,17.641626358032227,"legends","Stealer","Crafty","",""
446,"Mammotanks","Rick","Ankiel",1,1,65,5,57,42,,90,5,3,20,24,22,0,0,0,1,1,0,0,0,1,0,0,0,2,3.9755306243896484,"legends","Two Way (OF)","Spirited","Wild Thing","Spirited"
447,"Mammotanks","Bronson","Arroyo",1,1,15,7,25,79,,37,48,75,33,19,7,0,1,1,1,1,0,1,0,1,0,0,3,3,14.392655372619629,"legends","Falls Behind","Scholarly","",""
451,"Joyriders","Paul","Assenmacher",1,3,2,0,19,71,,52,59,54,27,19,7,0,0,0,1,0,0,0,0,1,1,0,0,2,52.31655502319336,"legends","Falls Behind","Scholarly","",""
452,"Empire","Rich","Aurilia",6,,48,54,46,44,73,,,,34,9,6,0,1,1,,,,,,,,,4,3,26.181894302368164,"legends","Utility","Scholarly","",""
454,"Empire","Jeff","Bagwell",3,,95,79,82,61,25,,,,28,3,3,0,1,1,,,,,,,,,4,3,45.835304260253906,"legends","Low Pitch","Disciplined","Big Hack","Scholarly"
455,"Empire","Grant","Balfour",1,3,2,4,5,59,,70,34,26,30,6,7,0,1,1,1,0,0,0,0,1,1,0,0,3,8.598738670349121,"legends","BB Prone","Disciplined","Meltdown","Spirited"
457,,"Sal","Bando",5,,64,67,75,70,97,,,,26,0,1,0,1,1,,,,,,,,,4,3,43.06087875366211,"legends","POW vs LHP","Spirited","",""
458,"Originators","Ernie","Banks",3,,86,80,25,95,22,,,,34,0,0,0,1,1,,,,,,,,,4,3,14.728826522827147,"legends","POW vs RHP","Spirited","Magic Hands","Disciplined"
459,"Thrillers","Jesse","Barfield",9,,77,24,68,57,99,,,,29,,,0,1,1,,,,,,,,,4,3,37.01811218261719,"legends",,,"",""
461,,"Jason","Bay",7,,75,29,76,50,41,,,,33,34,7,0,1,1,,,,,,,,,4,3,34.62285614013672,"legends","Injury Prone","Competitive","",""
464,"Thrillers","Steve","Bedrosian",1,3,0,6,4,40,,88,71,42,27,21,7,0,1,1,1,1,0,0,0,0,1,0,3,3,0.46541255712509155,"legends","Crossed Up","Scholarly","",""
465,,"Rafael","Betancourt",1,3,5,0,5,49,,64,18,91,25,,,0,1,1,1,0,0,1,0,0,1,0,2,3,56.20339584350586,"legends",,,"",""
467,"Boomers","Vida","Blue",1,1,13,7,12,57,,80,59,62,28,19,6,0,0,2,1,1,0,1,0,1,1,0,4,3,0.1726040542125702,"legends","Gets Ahead","Scholarly","Crossed Up","Scholarly"
468,,"Mike","Bordick",6,,31,57,68,82,73,,,,39,,,0,1,1,,,,,,,,,4,3,38.47917938232422,"legends",,,"",""
469,"Spirit","Chad","Bradford",1,3,7,0,0,85,,2,72,50,32,21,7,0,1,1,1,1,0,1,0,1,0,0,1,0,39.273048400878906,"legends","Crossed Up","Scholarly","",""
470,"Mammotanks","Ryan","Braun",7,,96,62,51,37,54,,,,29,0,1,0,1,1,,,,,,,,,4,3,13.848489761352537,"legends","POW vs LHP","Spirited","",""
471,"Joyriders","George","Brett",5,,64,91,79,70,62,,,,33,1,0,0,1,0,,,,,,,,,4,3,26.630466461181637,"legends","CON vs RHP","Spirited","RBI Hero","Spirited"
474,"Joyriders","Brett","Butler",8,,21,82,96,96,40,,,,37,17,7,0,0,0,,,,,,,,,4,3,16.646818161010742,"legends","Easy Target","Crafty","Distractor","Crafty"
476,,"Marlon","Byrd",9,,53,44,55,70,77,,,,22,3,2,0,1,1,,,,,,,,,4,3,1.8495126962661743,"legends","High Pitch","Disciplined","",""
477,"Empire","Orlando","Cabrera",6,,29,67,72,67,78,,,,23,1,1,0,1,1,,,,,,,,,4,3,9.40674877166748,"legends","CON vs LHP","Spirited","Easy Target","Crafty"
478,"Empire","Matt","Cain",1,1,9,7,12,42,,56,39,49,33,19,6,0,1,1,1,1,0,1,0,1,1,0,0,2,5.025558948516846,"legends","Gets Ahead","Scholarly","",""
479,"Rakers","Mike","Cameron",8,,73,24,94,96,47,,,,37,37,6,0,1,1,,,,,,,,,4,3,10.744514465332031,"legends","Dive Wizard","Spirited","",""
480,,"John","Candelaria",1,1,10,1,17,59,,59,25,93,38,19,6,0,0,0,1,1,0,0,0,1,0,0,4,1,46.97914505004883,"legends","Gets Ahead","Scholarly","",""
481,"Thrillers","Gary","Carter",2,,68,66,52,97,79,,,,34,9,6,0,1,1,,,,,,,,,4,3,63.669544219970696,"legends","Utility","Scholarly","Ace Exterminator","Scholarly"
482,"Originators","Orlando","Cepeda",7,,77,76,24,54,87,,,,28,13,6,0,1,1,,,,,,,,,4,3,17.863481521606445,"legends","Rally Starter","Spirited","",""
485,,"Ron","Cey",5,,76,59,55,93,93,,,,26,36,6,0,1,1,,,,,,,,,4,3,4.496460437774658,"legends","Cannon Arm","Competitive","",""
488,"Spirit","Will","Clark",3,,66,76,65,66,10,,,,20,4,6,0,0,0,,,,,,,,,4,3,22.572372436523434,"legends","Tough Out","Competitive","Volatile","Disciplined"
489,"Thrillers","Jack","Clark",9,,86,57,68,64,93,,,,38,32,7,0,1,1,,,,,,,,,4,3,44.349143981933594,"legends","Choker","Spirited","Cannon Arm","Competitive"
490,"Spirit","Royce","Clayton",6,,27,36,77,64,87,,,,27,40,6,0,1,1,,,,,,,,,4,3,42.69866180419922,"legends","Bunter","Scholarly","",""
493,,"Joe","Coleman",1,2,4,6,6,60,,38,74,43,30,,,0,1,1,1,1,0,0,1,1,0,0,4,3,18.73786735534668,"legends",,,"",""
496,"Boomers","Cecil","Cooper",3,,52,76,60,57,6,,,,29,1,0,0,0,0,,,,,,,,,4,3,42.611709594726555,"legends","CON vs RHP","Spirited","",""
497,"Mammotanks","Carl","Crawford",7,,46,66,89,59,63,,,,33,8,6,0,0,0,,,,,,,,,4,3,17.962238311767578,"legends","Stealer","Crafty","",""
500,"Joyriders","Chili","Davis",8,,63,51,63,46,58,,,,27,,,0,1,2,,,,,,,,,4,3,45.148750305175774,"legends",,,"",""
502,,"Eric","Davis",9,,79,32,96,73,29,,,,26,,,0,1,1,,,,,,,,,4,3,40.86285400390625,"legends",,,"",""
503,"Thrillers","Andre","Dawson",8,,72,62,83,69,60,,,,39,0,1,0,1,1,,,,,,,,,4,3,8.99949836730957,"legends","POW vs LHP","Spirited","",""
506,"Rakers","Carlos","Delgado",3,,96,48,50,53,11,,,,27,,,0,1,0,,,,,,,,,4,3,14.290225982666016,"legends",,,"",""
508,"Mammotanks","Ray","Durham",4,,47,58,86,32,45,,,,35,,,0,1,2,,,,,,,,,4,3,49.54768753051757,"legends",,,"",""
511,"Spirit","Jim","Edmonds",8,,86,43,61,92,87,,,,21,17,7,0,0,0,,,,,,,,,4,3,16.483985900878906,"legends","Easy Target","Crafty","Dive Wizard","Spirited"
512,"Joyriders","Dwight","Evans",9,,84,69,79,68,91,,,,34,,,0,1,1,,,,,,,,,4,3,23.04939842224121,"legends",,,"",""
514,,"Darrell","Evans",5,,79,60,66,73,55,,,,37,,,0,1,0,,,,,,,,,4,3,61.32105255126953,"legends",,,"",""
515,"Rakers","Jeff","Fassero",1,2,2,0,55,74,,49,39,58,22,18,6,0,0,0,1,0,0,1,0,1,1,1,1,2,58.87773513793945,"legends","Pick Officer","Crafty","",""
516,"Originators","Bob","Feller",1,1,15,5,5,50,,90,74,43,18,32,6,0,1,1,1,1,0,1,0,1,1,0,4,2,21.3597412109375,"legends","Clutch","Spirited","",""
518,"Originators","Rollie","Fingers",1,4,11,6,1,77,,69,77,83,33,20,6,0,1,1,1,1,0,0,1,0,1,0,4,1,41.84980773925781,"legends","Rally Stopper","Spirited","",""
519,"Joyriders","John","Franco",1,3,0,4,27,78,,62,81,60,33,32,6,0,0,0,1,1,1,1,0,0,1,0,0,2,39.214622497558594,"legends","Clutch","Spirited","",""
521,,"Greg","Gagne",6,,40,37,75,59,91,,,,24,,,0,1,1,,,,,,,,,4,3,45.386322021484375,"legends",,,"",""
522,"Rakers","Eric","Gagne",1,4,6,4,19,44,,80,45,24,22,7,6,0,1,1,1,0,0,1,1,0,1,0,1,2,66.9345703125,"legends","K Collector","Competitive","",""
523,"Joyriders","Ron","Gant",7,,77,34,87,39,38,,,,21,27,6,0,1,1,,,,,,,,,4,3,12.564213752746582,"legends","Base Rounder","Disciplined","",""
524,"Originators","Steve","Garvey",3,,53,81,53,64,9,,,,22,2,7,0,1,1,,,,,,,,,4,3,1.129493236541748,"legends","RBI Zero","Spirited","",""
526,"Empire","Jason","Giambi",3,,91,54,49,47,10,,,,24,26,7,0,1,0,,,,,,,,,4,3,47.51198959350586,"legends","Slow Poke","Competitive","Stimulated","Crafty"
529,"Thrillers","Kirk","Gibson",7,,69,41,92,36,18,,,,23,0,0,0,0,0,,,,,,,,,4,3,12.220966339111328,"legends","POW vs RHP","Spirited","Pinch perfect","Disciplined"
